City_ID,City_Name,City_CountryCode,City_IATACode,City_Latitude,City_Longitude,City_RadiusOverrideMI
232831,"Rethymno Area, Crete, Greece",GR,GR1,35.4842210814,24.5877871543,15.0
6222,"Rhodes, South Aegean, Greece",GR,RHO,36.0903818894,28.1800274445,28.0
232789,"Santorini, Greece",GR,JTR,36.4083768421,25.4892934926,8.0
3351,"Skiathos, Greece",GR,JSI,39.1702853000,23.4551102000,4.0
232968,"Skopelos, Thessaly, Greece",GR,JSI,39.1430062075,23.6787225977,7.0
230091,"Zakinthos (Zante), Greece",GR,ZTH,37.7797899035,20.7801326182,13.0
9137,"Zakinthos (Zante), Greece",GR,ZTH,37.7558330000,20.8883320000,17.0
2789,Hong Kong,HK,HKG,22.2478600000,114.2033840000,13.0
6360,"Roatan, Honduras",HN,RTB,16.3656501427,-86.3830244434,18.0
166209,"Croatian Coast, Croatia",HR,ZAD,43.4902713167,16.5469091719,40.0
232829,"Dubrovnik Riviera, Croatia",HR,DBV,42.6400870000,18.1734122000,20.0
1635,"Dubrovnik, Croatia",HR,DBV,42.6506796656,18.0978810146,4.0
54048,"Istria Region, Istria County, Croatia",HR,PUY,45.2946100000,13.9378200000,30.0
225802,"South Croatia Coast, Croatia",HR,BWK,42.6555109434,18.0841195293,40.0
6788,"Split, Croatia",HR,SPU,43.5125036391,16.4589334192,5.0
8881,"Zagreb, Croatia",HR,ZAG,45.8137027486,15.9784358936,7.0
232772,"Bali, Indonesia",ID,DPS,-8.3030333281,115.0586912055,42.0
3301,"Jakarta, Indonesia",ID,JKT,-6.1955023188,106.8235426665,8.0
232982,"Lombok, Indonesia",ID,LOP,-8.5315114927,116.2372919336,35.0
1840,"Dublin, Ireland",IE,DUB,53.3412752968,-6.2600494922,9.0
174554,"Dead Sea, Southern District, Israel",IL,ETM,31.1505568389,35.2459064648,15.0
136,"Agra, India",IN,AGR,27.1748272115,78.0094678945,10.0
245,"Ahmedabad, India",IN,AMD,23.0234241982,72.5699250049,8.5
774,"Bangalore (Bengaluru), India",IN,BLR,12.9694842013,77.6011898828,11.0
232938,"Dehradun, Uttarakhand, India",IN,DED,30.3237727075,78.0387606944,10.0
232958,"Delhi, India",IN,DEL,28.6771082608,77.2223262549,4.0
2533,"Goa, India",IN,GOI,15.3845340000,73.8398300000,45.0
2947,"Hyderabad, India",IN,HYD,17.4178049860,78.4482188516,20.0
232878,"Kerala, Malabar Coast, India",IN,TRV,8.4997330000,76.9241666000,50.0
840,"Mumbai, India",IN,BOM,19.0591687113,72.8763432910,20.0
1658,"New Delhi, India",IN,DEL,28.5740437986,77.1941737891,6.0
7177,"Tehran, Iran",IR,IKA,35.7005720008,51.3372253115,8.0
6183,"Reykjavik, Iceland",IS,REK,64.1273988710,-21.8749539576,5.0
226935,"Aeolian Islands, Italy",IT,IT3,38.6690781838,14.8525756719,32.0
153,"Alghero, Sardinia, Italy",IT,IT2,40.5808809129,8.3158037197,5.0
232857,"Alta Valtellina, Italy",IT,LIN,46.4334161000,10.3812376000,12.0
773,"Bologna, Italy",IT,BLQ,44.4941900000,11.3465190000,9.0
1088,"Cagliari, Sardinia, Italy",IT,CAG,39.2415710299,9.1396372334,7.0
227800,"Castelvetrano, Sicily, Italy",IT,IT4,37.6794303006,12.7923654231,3.0
1481,"Catania, Sicily, Italy",IT,IT3,37.5025337402,15.0796099102,5.0
232886,"Central Sardinia, Italy",IT,IT1,40.0695896289,9.0700746891,45.0
225030,"Champoluc, Ayas, Valle d'Aosta, Italy",IT,TRN,45.8348460000,7.7242160000,3.0
227521,"Chia, Domus de Maria, Sardinia, Italy",IT,CAG,38.9075750723,8.8772551641,1.0
227169,"Costa Rei, Sardinia, Italy",IT,CAG,39.2509671879,9.5715898042,3.0
226906,"Custonaci, Sicily, Italy",IT,IT4,38.0778309823,12.6783768357,3.0
41412,"Eastern Sardinia, Sardinia, Italy",IT,OLB,40.9528730000,9.5052700000,30.0
226900,"Eastern Sicily, Italy",IT,CTA,37.4418000000,15.0648250000,40.0
1891,"Elba Island, Italy",IT,EBA,42.7666660000,10.2833330000,11.0
2218,"Florence, Tuscany, Italy",IT,FLR,43.7687320000,11.2569010000,5.0
230565,"Giardini Naxos, Sicily, Italy",IT,IT3,37.8315229374,15.2682384868,3.0
228191,"La Corte, Sassari, Sardinia, Italy",IT,AHO,40.7352100000,8.2806720000,6.0
228881,"Lake Como, Lombardy, Italy",IT,MXP,45.9667555363,9.2619945293,16.0
3938,"Lecce, Italy",IT,BDS,40.3532910000,18.1740150000,6.0
8999,"Lipari, Aeolian Islands, Italy",IT,IT4,38.4896883280,14.9372326874,4.0
101578,"Livigno Alps, Italy",IT,IT6,46.5370719147,10.1370295923,2.0
169475,"Madonna di Campiglio, Trentino-Alto Adige, Italy",IT,BGY,46.2312770000,10.8271370000,7.0
232919,"Marsala, Sicily, Italy",IT,IT4,37.7968235770,12.4426296484,5.0
225788,"Menfi, Sicily, Italy",IT,IT4,37.6031145523,12.9687345820,3.0
6340,"Naples, Campania, Italy",IT,NAP,40.8518459678,14.2650434648,9.0
232769,"Neapolitan Riviera, Italy",IT,NAP,40.6777818710,14.7669284044,25.0
232884,"North East Sardinia, Italy",IT,IT2,40.8741615655,9.2561497305,32.0
232885,"North West Sardinia, Italy",IT,IT2,40.7156577006,8.5943048070,34.5
5768,"Palermo, Sicily, Italy",IT,IT3,38.1066028812,13.3547179648,11.0
218583,"Palma di Montechiaro, Sicily, Italy",IT,IT3,37.1919105033,13.7641957249,3.0
6311,"Rome, Lazio, Italy",IT,ROM,41.8905200000,12.4942490000,12.0
232920,"Salina, Aeolian Islands, Italy",IT,IT4,38.5614816719,14.8397178281,3.5
229054,"San Vito Lo Capo, Sicily, Italy",IT,IT4,38.1591847899,12.7420097461,5.0
232776,"Sardinia, Italy",IT,IT1,40.0978411000,9.1161433000,85.0
230577,"Sciacca, Sicily, Italy",IT,IT4,37.5083310539,13.0815170212,3.0
166234,"Seccagrande, Ribera, Sicily, Italy",IT,IT3,37.4319715109,13.2457518730,2.0
166207,"Sicily North Coast, Italy",IT,PMO,38.3421436640,13.8072398984,90.0
232924,"Sicily North East, Italy",IT,CTA,38.0096379270,14.8042491757,46.0
166211,"Sicily South Coast, Italy",IT,CTA,36.9921852740,14.4678147344,60.0
232925,"Sicily South East, Italy",IT,CTA,36.8814601386,14.9549617188,36.0
232922,"Sicily, Italy",IT,IT4,37.5624896256,14.0269664609,90.0
231790,"Sorrento, Campania, Italy",IT,NAP,40.6264300000,14.3756800000,2.0
232778,"Southern Sardinia, Sardinia, Italy",IT,CAG,39.4250374403,8.9764782313,47.0
232336,"Syracuse, Sicily, Italy",IT,IT3,37.0740237722,15.2881098042,10.0
7356,"Trapani, Sicily, Italy",IT,IT4,38.0123733802,12.5377503760,8.0
232931,"Tuscany, Italy",IT,IT5,43.4632099000,11.0896821000,60.0
7713,"Venice, Italy",IT,VCE,45.4343360000,12.3387840000,4.0
232921,"Vulcano, Aeolian Islands, Italy",IT,IT4,38.3871698924,14.9778086455,3.5
232777,"Western Sardinia, Sardinia, Italy",IT,IT2,40.3818031000,8.4113153000,45.0
127008,"Western Sicily, Italy",IT,IT3,37.7777020000,13.1048000000,40.0
3263,"Jersey, Jersey",JE,JER,49.2192012728,-2.1291126768,7.5
232759,"Jamaica, Jamaica",JM,JM1,18.1754555000,-77.3585764000,80.0
3563,"Kingston, Jamaica",JM,KIN,18.0168927717,-76.7975021641,5.0
5001,"Negril, Jamaica",JM,MBJ,18.2750825538,-78.3467255874,7.0
5262,"Ocho Rios, Jamaica",JM,MBJ,18.4046290728,-77.0845614612,3.0
176224,"Dead Sea, Jordan",JO,AMM,31.2683639663,35.7575488906,20.0
232964,"Petra, Jordan",JO,AQJ,30.3284544000,35.4443622000,5.0
233010,"Hakuba, Japan",JP,HND,36.6979970162,137.8635521341,3.0
233011,"Kiroro, Japan",JP,CTS,43.0681302738,140.9890284721,2.0
7572,"Kyoto, Japan",JP,ITM,35.0000000000,135.7500000000,7.0
7489,"Tokyo, Japan",JP,TYO,35.6822367393,139.7665503604,8.0
797,"Bamburi, Kenya",KE,BMQ,-3.9966590000,39.7188760000,2.0
5785,"Phnom Penh, Cambodia",KH,PNH,11.5440927412,104.9288041699,12.0
232842,"St Kitts & Nevis, Saint Kitts and Nevis",KN,SKB,17.2763946932,-62.6835755762,15.0
3241,"Incheon, South Korea",KR,JCN,37.4533134155,126.7019668579,5.0
232838,"Cayman Islands (All Cayman Islands), Cayman Islands",KY,GCM,19.4775687189,-80.5233123438,65.0
232760,"St. Lucia (Saint Lucia), Saint Lucia",LC,SLU,13.8918638000,-60.9716325000,18.0
232792,"Sri Lanka, Sri Lanka",LK,CMB,7.1021486137,80.7404993844,90.0
121,"Agadir, Morocco",MA,AGA,30.4236319908,-9.5888539844,10.0
1100,"Casablanca, Morocco",MA,CMN,33.5805400801,-7.6029023970,8.0
6109,"Marrakech (Marrakesh), Morocco",MA,RAK,31.6249726311,-7.9949729839,7.0
6123,"Rabat, Morocco",MA,RBA,34.0031278480,-6.8474959531,5.0
135396,"Lustica, Montenegro",ME,TIV,42.3824700432,18.6000517249,3.5
232983,Montenegro,ME,TIV,42.2842420000,18.8610180000,28.0
7312,"Antananarivo, Madagascar",MG,TNR,-18.9198405323,47.5272150586,10.0
232841,"Martinique, Martinique",MQ,FDF,14.6476770958,-61.0015486479,25.0
2670,"Gozo, Malta",MT,GZM,36.0697013257,14.2618913496,5.0
232758,"Malta, Malta",MT,MLA,35.8836460000,14.4421863000,10.0
232433,"Mellieha, Malta",MT,MLA,35.9642715389,14.3510187195,1.0
232834,"Paradise Bay, Mellieha, Malta",MT,MLA,35.9839297699,14.3354987542,1.0
232835,"St Georges Bay, Malta",MT,MLA,35.9259197033,14.4870128048,1.0
225260,"St. Pauls Bay, Malta",MT,MLA,35.9429399732,14.3950474338,0.5
232994,"Belle Mare, Mauritius",MU,MRU,-20.2023760210,57.7758292275,3.0
232993,"Flic-en-Flac, Mauritius",MU,MRU,-20.2824223840,57.3737124519,5.0
232992,"Grand Baie, Mauritius",MU,MRU,-20.0126455226,57.5872592048,7.0
232995,"Le Morne, Mauritius",MU,MRU,-20.4520418001,57.3349169807,5.0
232790,"Mauritius, Mauritius",MU,MRU,-20.2792020000,57.5841693000,24.0
232791,"Port Louis, Mauritius",MU,MRU,-20.1599964287,57.5070757035,5.0
232948,"Ari Atoll, Maldives",MV,MLE,3.8737633800,72.8179692730,40.0
232937,"Baa Atoll, Maldives",MV,MLE,5.1810442313,72.9096358148,30.0
232991,"Central Atolls, Maldives",MV,MLE,2.9571651695,73.3754982281,100.0
232950,"Faafu Atoll, Maldives",MV,MLE,3.1356167463,72.8796922484,20.0
232947,"Kaafu Atoll, Maldives",MV,MLE,4.4140117285,73.5105222797,25.0
232936,"Laamu Atoll, Maldives",MV,MLE,1.9404127599,73.4588663984,20.0
232945,"Lhaviyani Atoll, Maldives",MV,MLE,5.3980815000,73.5059448410,15.0
7697,"Maamigili, Maldives",MV,MLE,3.4760523000,72.8365284000,10.0
232779,"Maldives, Maldives",MV,MLE,4.0263280000,73.3645119000,150.0
232946,"Malé Atoll, Maldives",MV,MLE,4.4276658214,73.5123409629,22.0
4586,"Male, Maldives",MV,MLE,4.1907745234,73.5227283862,5.0
232944,"Noonu Atoll, Maldives",MV,MLE,5.8188274000,73.3049010000,20.0
232984,"North Islands, Maldives",MV,MLE,5.3526826679,73.0848794531,150.0
232949,"Rasdhoo (Rashdoo) Atoll, Maldives",MV,MLE,4.2962069655,72.9760003838,5.0
232951,"Shaviyani Atoll, Maldives",MV,MLE,6.1600545995,73.1196638242,27.0
232985,"South Islands, Maldives",MV,MLE,1.1241911345,73.2530158687,150.0
232952,"Vaavu Atoll, Maldives",MV,MLE,3.4504064000,73.3598182000,24.0
1516,"Cancun, Mexico",MX,CUN,20.9000415837,-86.8057704492,55.0
4444,"Mexico City, Mexico",MX,MEX,19.4270500000,-99.1275710000,7.0
5582,"Playa Del Carmen, Mexico",MX,CUN,20.6327762688,-87.0704742432,8.0
232941,"Puerto Morelos, Riviera Maya, Mexico",MX,CUN,20.8474558148,-86.8760742108,3.0
232843,"Riviera Maya, Mexico",MX,CUN,20.7819652798,-87.3111415429,60.0
3807,"Kuala Lumpur, Malaysia",MY,KUL,3.1390030000,101.6868550000,20.0
232872,"Penang, Malaysia",MY,PEN,5.3751961000,100.2487036000,9.0
4163,"Lagos, Nigeria",NG,LOS,6.5171581438,3.3809161592,11.0
259,"Amsterdam, Netherlands",NL,AMS,52.3730560000,4.8922220000,10.0
6367,"Rotterdam, Netherlands",NL,RTM,51.9242160000,4.4817760000,12.0
233001,"Gausta, Rjukan, Norway",NO,OSL,59.8810414000,8.7355469000,2.0
5440,"Oslo, Norway",NO,OSL,59.9138690000,10.7522450000,6.0
230864,"Trysil, Innlandet, Norway",NO,OSL,61.3160300000,12.2616960000,24.0
204,"Auckland, New Zealand",NZ,AKL,-36.8484600000,174.7633310000,8.0
1243,"Christchurch, Canterbury, New Zealand",NZ,CHC,-43.5303460000,172.6324300000,8.0
7962,"Wellington, New Zealand",NZ,WLG,-41.2919016102,174.7682146875,5.0
176281,"Dibba, Musandam Governorate, Oman",OM,DXB,25.6486851055,56.2566721960,3.0
4394,"Muscat, Muscat Governorate, Oman",OM,MCT,23.5887072720,58.3925301807,12.0
232932,"North Oman, Oman",OM,MCT,26.1618618952,56.5086399836,23.0
6684,"Salalah, Oman",OM,SLL,17.0102203019,54.1127734868,12.0
4054,"Lima, Peru",PE,LIM,-12.0476263942,-77.0410613857,10.0
232970,"Boracay, Phillippines",PH,MPH,11.9692831000,121.9272291000,3.0
1178,"Cebu, Philippines",PH,CEB,10.3086041029,123.9003825391,9.0
4638,"Manila, Philippines",PH,MNL,14.5995120000,120.9842190000,6.0
3143,"Islamabad, Pakistan",PK,ISB,33.7005843286,73.0384953857,20.0
4033,"Lahore, Pakistan",PK,LHE,31.4950738841,74.3423551953,13.0
3733,"Krakow, Poland",PL,KRK,50.0554381504,19.9458349800,8.0
7880,"Warsaw, Poland",PL,PL1,52.2230948987,21.0144887305,9.0
57611,"Puerto Rico Island, Puerto Rico",PR,SJU,18.2302661426,-66.4513328906,55.0
26462,"Algarve, Portugal",PT,FAO,37.2006002902,-8.3156074297,47.0
661,"Braga, Portugal",PT,BGZ,41.5460173861,-8.4268098677,3.5
26050,"Cascais Coast, Portugal",PT,LIS,38.7274480000,-9.4532560000,10.0
26372,"Douro Valley, Portugal",PT,OPO,41.2061230000,-7.5301800000,20.0
2236,"Funchal, Portugal",PT,FNC,32.6439910406,-16.9115908105,4.0
26529,"Madeira Island, Madeira Region, Portugal",PT,FNC,32.7593730000,-16.9740240000,20.0
5406,"Porto (Oporto), Porto District, Portugal",PT,OPO,41.1499680000,-8.6102430000,1.0
